image_id,file_name,num_objects,target_occlusion,actual_avg_occlusion,occlusion_level_label
185,synth_00185.png,19,0.25,0.0593,25%
186,synth_00186.png,44,0.25,0.1005,25%
187,synth_00187.png,32,0.25,0.0943,25%
188,synth_00188.png,27,0.25,0.0477,25%
189,synth_00189.png,2,0.25,0.0,25%
190,synth_00190.png,5,0.25,0.0645,25%
191,synth_00191.png,11,0.25,0.098,25%
192,synth_00192.png,39,0.25,0.0319,25%
193,synth_00193.png,32,0.25,0.0932,25%
194,synth_00194.png,46,0.25,0.0512,25%
195,synth_00195.png,37,0.25,0.0526,25%
196,synth_00196.png,44,0.25,0.133,25%
197,synth_00197.png,35,0.25,0.0571,25%
198,synth_00198.png,39,0.25,0.0937,25%
199,synth_00199.png,30,0.25,0.0763,25%
200,synth_00200.png,9,0.25,0.0515,25%
201,synth_00201.png,31,0.25,0.1154,25%
202,synth_00202.png,48,0.25,0.0658,25%
203,synth_00203.png,42,0.25,0.0676,25%
204,synth_00204.png,48,0.25,0.039,25%
205,synth_00205.png,16,0.25,0.0864,25%
206,synth_00206.png,49,0.25,0.1181,25%
207,synth_00207.png,38,0.25,0.0823,25%
208,synth_00208.png,41,0.25,0.1028,25%
209,synth_00209.png,4,0.25,0.0,25%
210,synth_00210.png,5,0.25,0.1154,25%
211,synth_00211.png,11,0.25,0.0405,25%
212,synth_00212.png,37,0.25,0.0606,25%
213,synth_00213.png,44,0.25,0.0745,25%
214,synth_00214.png,13,0.25,0.0554,25%
215,synth_00215.png,24,0.25,0.2034,25%
216,synth_00216.png,50,0.25,0.1307,25%
217,synth_00217.png,27,0.25,0.0897,25%
218,synth_00218.png,17,0.25,0.0572,25%
219,synth_00219.png,26,0.25,0.0639,25%
220,synth_00220.png,38,0.25,0.1289,25%
221,synth_00221.png,3,0.25,0.1867,25%
222,synth_00222.png,24,0.25,0.1124,25%
223,synth_00223.png,22,0.25,0.0374,25%
224,synth_00224.png,25,0.25,0.0466,25%
225,synth_00225.png,8,0.25,0.0796,25%
226,synth_00226.png,24,0.25,0.0627,25%
227,synth_00227.png,16,0.25,0.1208,25%
228,synth_00228.png,36,0.25,0.1026,25%
229,synth_00229.png,39,0.25,0.0546,25%
230,synth_00230.png,1,0.25,0.0,25%
231,synth_00231.png,38,0.25,0.0675,25%
232,synth_00232.png,7,0.25,0.1747,25%
233,synth_00233.png,13,0.25,0.1909,25%
234,synth_00234.png,1,0.25,0.0,25%
235,synth_00235.png,8,0.25,0.1037,25%
236,synth_00236.png,6,0.25,0.0984,25%
237,synth_00237.png,9,0.25,0.0996,25%
238,synth_00238.png,38,0.25,0.0813,25%
239,synth_00239.png,15,0.25,0.0361,25%
240,synth_00240.png,47,0.25,0.112,25%
241,synth_00241.png,11,0.25,0.0842,25%
242,synth_00242.png,34,0.25,0.0867,25%
243,synth_00243.png,13,0.25,0.1256,25%
244,synth_00244.png,35,0.25,0.1019,25%
245,synth_00245.png,18,0.25,0.1348,25%
246,synth_00246.png,2,0.25,0.002,25%
247,synth_00247.png,24,0.25,0.0374,25%
248,synth_00248.png,17,0.25,0.1995,25%
249,synth_00249.png,24,0.25,0.1255,25%
250,synth_00250.png,27,0.25,0.106,25%
251,synth_00251.png,46,0.5,0.114,50%
252,synth_00252.png,14,0.5,0.1537,50%
253,synth_00253.png,2,0.5,0.0574,50%
254,synth_00254.png,30,0.5,0.1171,50%
255,synth_00255.png,44,0.5,0.1273,50%
256,synth_00256.png,39,0.5,0.1335,50%
257,synth_00257.png,37,0.5,0.1088,50%
258,synth_00258.png,13,0.5,0.1707,50%
259,synth_00259.png,27,0.5,0.1182,50%
260,synth_00260.png,29,0.5,0.2331,50%
261,synth_00261.png,36,0.5,0.0885,50%
262,synth_00262.png,37,0.5,0.159,50%
263,synth_00263.png,24,0.5,0.258,50%
264,synth_00264.png,9,0.5,0.106,50%
265,synth_00265.png,48,0.5,0.1277,50%
266,synth_00266.png,24,0.5,0.0668,50%
267,synth_00267.png,7,0.5,0.1691,50%
268,synth_00268.png,35,0.5,0.1814,50%
269,synth_00269.png,5,0.5,0.235,50%
270,synth_00270.png,42,0.5,0.1315,50%
271,synth_00271.png,12,0.5,0.0624,50%
272,synth_00272.png,46,0.5,0.1723,50%
273,synth_00273.png,44,0.5,0.17,50%
274,synth_00274.png,37,0.5,0.1346,50%
275,synth_00275.png,37,0.5,0.1585,50%
276,synth_00276.png,17,0.5,0.233,50%
277,synth_00277.png,41,0.5,0.1109,50%
278,synth_00278.png,10,0.5,0.3701,50%
279,synth_00279.png,29,0.5,0.1327,50%
280,synth_00280.png,38,0.5,0.0986,50%
281,synth_00281.png,30,0.5,0.2061,50%
282,synth_00282.png,23,0.5,0.1687,50%
283,synth_00283.png,16,0.5,0.1435,50%
284,synth_00284.png,39,0.5,0.1388,50%
285,synth_00285.png,40,0.5,0.1092,50%
286,synth_00286.png,14,0.5,0.1042,50%
287,synth_00287.png,4,0.5,0.0517,50%
288,synth_00288.png,43,0.5,0.11,50%
289,synth_00289.png,40,0.5,0.1281,50%
290,synth_00290.png,25,0.5,0.1723,50%
291,synth_00291.png,22,0.5,0.1173,50%
292,synth_00292.png,36,0.5,0.1357,50%
293,synth_00293.png,38,0.5,0.1017,50%
294,synth_00294.png,43,0.5,0.1013,50%
295,synth_00295.png,32,0.5,0.137,50%
296,synth_00296.png,7,0.5,0.2864,50%
297,synth_00297.png,41,0.5,0.2035,50%
298,synth_00298.png,34,0.5,0.1332,50%
299,synth_00299.png,5,0.5,0.2716,50%
300,synth_00300.png,32,0.5,0.1587,50%
301,synth_00301.png,41,0.5,0.1542,50%
302,synth_00302.png,31,0.5,0.1394,50%
303,synth_00303.png,15,0.5,0.1188,50%
304,synth_00304.png,24,0.5,0.2702,50%
305,synth_00305.png,39,0.5,0.1088,50%
306,synth_00306.png,28,0.5,0.1039,50%
307,synth_00307.png,30,0.5,0.1024,50%
308,synth_00308.png,2,0.5,0.1758,50%
309,synth_00309.png,20,0.5,0.1627,50%
310,synth_00310.png,26,0.5,0.1308,50%
311,synth_00311.png,35,0.5,0.1051,50%
312,synth_00312.png,37,0.5,0.1258,50%
313,synth_00313.png,15,0.5,0.1614,50%
314,synth_00314.png,39,0.5,0.1421,50%
315,synth_00315.png,29,0.5,0.1407,50%
316,synth_00316.png,6,0.5,0.3892,50%
317,synth_00317.png,42,0.5,0.1029,50%
318,synth_00318.png,40,0.5,0.2077,50%
319,synth_00319.png,50,0.5,0.22,50%
320,synth_00320.png,25,0.5,0.1195,50%
321,synth_00321.png,39,0.5,0.1319,50%
322,synth_00322.png,23,0.5,0.0744,50%
323,synth_00323.png,16,0.5,0.202,50%
324,synth_00324.png,15,0.5,0.2303,50%
325,synth_00325.png,46,0.5,0.1685,50%
326,synth_00326.png,26,0.5,0.1457,50%
327,synth_00327.png,20,0.5,0.2406,50%
328,synth_00328.png,48,0.5,0.1083,50%
329,synth_00329.png,25,0.5,0.1679,50%
330,synth_00330.png,16,0.5,0.1949,50%
331,synth_00331.png,17,0.5,0.2038,50%
332,synth_00332.png,10,0.5,0.3689,50%
333,synth_00333.png,12,0.5,0.2315,50%
334,synth_00334.png,12,0.5,0.2266,50%
335,synth_00335.png,7,0.5,0.1291,50%
336,synth_00336.png,50,0.5,0.07,50%
337,synth_00337.png,8,0.5,0.2416,50%
338,synth_00338.png,41,0.5,0.1169,50%
339,synth_00339.png,4,0.5,0.1411,50%
340,synth_00340.png,33,0.5,0.114,50%
341,synth_00341.png,46,0.5,0.1001,50%
342,synth_00342.png,31,0.5,0.0749,50%
343,synth_00343.png,32,0.5,0.1351,50%
344,synth_00344.png,14,0.5,0.1141,50%
345,synth_00345.png,13,0.5,0.1705,50%
346,synth_00346.png,47,0.5,0.129,50%
347,synth_00347.png,26,0.5,0.136,50%
348,synth_00348.png,44,0.5,0.1306,50%
349,synth_00349.png,3,0.5,0.0867,50%
350,synth_00350.png,15,0.5,0.0838,50%
351,synth_00351.png,40,0.5,0.1275,50%
352,synth_00352.png,16,0.5,0.1659,50%
353,synth_00353.png,31,0.5,0.1968,50%
354,synth_00354.png,36,0.5,0.1493,50%
355,synth_00355.png,37,0.5,0.225,50%
356,synth_00356.png,11,0.5,0.2364,50%
357,synth_00357.png,48,0.5,0.148,50%
358,synth_00358.png,16,0.5,0.1449,50%
359,synth_00359.png,39,0.5,0.115,50%
360,synth_00360.png,20,0.5,0.1412,50%
361,synth_00361.png,28,0.5,0.1381,50%
362,synth_00362.png,16,0.5,0.0701,50%
363,synth_00363.png,33,0.5,0.1845,50%
364,synth_00364.png,43,0.5,0.1507,50%
365,synth_00365.png,3,0.5,0.23,50%
366,synth_00366.png,31,0.5,0.1244,50%
367,synth_00367.png,20,0.5,0.166,50%
368,synth_00368.png,37,0.5,0.1058,50%
369,synth_00369.png,11,0.5,0.0985,50%
370,synth_00370.png,40,0.5,0.1454,50%
371,synth_00371.png,4,0.5,0.5209,50%
372,synth_00372.png,17,0.5,0.1341,50%
373,synth_00373.png,44,0.5,0.1382,50%
374,synth_00374.png,1,0.5,0.0,50%
375,synth_00375.png,29,0.5,0.193,50%
376,synth_00376.png,33,0.75,0.2627,75%
377,synth_00377.png,37,0.75,0.313,75%
378,synth_00378.png,6,0.75,0.3981,75%
379,synth_00379.png,43,0.75,0.2852,75%
380,synth_00380.png,26,0.75,0.2993,75%
381,synth_00381.png,10,0.75,0.5303,75%
382,synth_00382.png,2,0.75,1.0,75%
383,synth_00383.png,49,0.75,0.4223,75%
384,synth_00384.png,48,0.75,0.3201,75%
385,synth_00385.png,11,0.75,0.3768,75%
386,synth_00386.png,28,0.75,0.3399,75%
387,synth_00387.png,35,0.75,0.4104,75%
388,synth_00388.png,8,0.75,0.5892,75%
389,synth_00389.png,42,0.75,0.4511,75%
390,synth_00390.png,46,0.75,0.2976,75%
391,synth_00391.png,41,0.75,0.3629,75%
392,synth_00392.png,13,0.75,0.3646,75%
393,synth_00393.png,12,0.75,0.5176,75%
394,synth_00394.png,14,0.75,0.4711,75%
395,synth_00395.png,36,0.75,0.2047,75%
396,synth_00396.png,46,0.75,0.4353,75%
397,synth_00397.png,3,0.75,0.389,75%
398,synth_00398.png,37,0.75,0.3401,75%
399,synth_00399.png,49,0.75,0.2436,75%
400,synth_00400.png,22,0.75,0.241,75%
401,synth_00401.png,12,0.75,0.4654,75%
402,synth_00402.png,47,0.75,0.3636,75%
403,synth_00403.png,27,0.75,0.4265,75%
404,synth_00404.png,16,0.75,0.6155,75%
405,synth_00405.png,48,0.75,0.2535,75%
406,synth_00406.png,33,0.75,0.2862,75%
407,synth_00407.png,48,0.75,0.4263,75%
408,synth_00408.png,50,0.75,0.3445,75%
409,synth_00409.png,34,0.75,0.3245,75%
410,synth_00410.png,39,0.75,0.2402,75%
411,synth_00411.png,21,0.75,0.6023,75%
412,synth_00412.png,7,0.75,0.5489,75%
413,synth_00413.png,9,0.75,0.5573,75%
414,synth_00414.png,2,0.75,0.9463,75%
415,synth_00415.png,22,0.75,0.4286,75%
416,synth_00416.png,33,0.75,0.3486,75%
417,synth_00417.png,29,0.75,0.341,75%
418,synth_00418.png,19,0.75,0.2955,75%
419,synth_00419.png,17,0.75,0.3476,75%
420,synth_00420.png,43,0.75,0.7068,75%
421,synth_00421.png,5,0.75,0.7481,75%
422,synth_00422.png,13,0.75,0.6131,75%
423,synth_00423.png,18,0.75,0.5303,75%
424,synth_00424.png,49,0.75,0.3091,75%
425,synth_00425.png,11,0.75,0.6147,75%
426,synth_00426.png,19,0.75,0.542,75%
427,synth_00427.png,16,0.75,0.5386,75%
428,synth_00428.png,25,0.75,0.3548,75%
429,synth_00429.png,8,0.75,0.5968,75%
430,synth_00430.png,42,0.75,0.4842,75%
431,synth_00431.png,27,0.75,0.3243,75%
432,synth_00432.png,10,0.75,0.5105,75%
433,synth_00433.png,41,0.75,0.5373,75%
434,synth_00434.png,28,0.75,0.5421,75%
435,synth_00435.png,12,0.75,0.4426,75%
436,synth_00436.png,34,0.75,0.2517,75%
437,synth_00437.png,8,0.75,0.4593,75%
438,synth_00438.png,24,0.75,0.3465,75%
439,synth_00439.png,21,0.75,0.4434,75%
440,synth_00440.png,50,0.75,0.3342,75%
441,synth_00441.png,29,0.75,0.3591,75%
442,synth_00442.png,44,0.75,0.3242,75%
443,synth_00443.png,10,0.75,0.7438,75%
444,synth_00444.png,20,0.75,0.3143,75%
445,synth_00445.png,40,0.75,0.1805,75%
446,synth_00446.png,42,0.75,0.3189,75%
447,synth_00447.png,16,0.75,0.4038,75%
448,synth_00448.png,50,0.75,0.2782,75%
449,synth_00449.png,15,0.75,0.6102,75%
450,synth_00450.png,40,0.75,0.33,75%
451,synth_00451.png,38,0.75,0.2213,75%
452,synth_00452.png,23,0.75,0.3906,75%
453,synth_00453.png,17,0.75,0.5033,75%
454,synth_00454.png,9,0.75,0.5321,75%
455,synth_00455.png,43,0.75,0.2818,75%
456,synth_00456.png,27,0.75,0.2689,75%
457,synth_00457.png,20,0.75,0.5409,75%
458,synth_00458.png,13,0.75,0.4043,75%
459,synth_00459.png,5,0.75,0.4473,75%
460,synth_00460.png,4,0.75,0.3861,75%
461,synth_00461.png,12,0.75,0.3772,75%
462,synth_00462.png,47,0.75,0.3925,75%
463,synth_00463.png,15,0.75,0.466,75%
464,synth_00464.png,1,0.75,0.0,75%
465,synth_00465.png,48,0.75,0.5271,75%
466,synth_00466.png,20,0.75,0.2123,75%
467,synth_00467.png,11,0.75,0.5579,75%
468,synth_00468.png,40,0.75,0.3717,75%
469,synth_00469.png,15,0.75,0.5464,75%
470,synth_00470.png,6,0.75,0.5166,75%
471,synth_00471.png,26,0.75,0.2956,75%
472,synth_00472.png,32,0.75,0.4,75%
473,synth_00473.png,30,0.75,0.3045,75%
474,synth_00474.png,43,0.75,0.4869,75%
475,synth_00475.png,33,0.75,0.3885,75%
476,synth_00476.png,33,0.75,0.29,75%
477,synth_00477.png,12,0.75,0.3256,75%
478,synth_00478.png,5,0.75,0.8119,75%
479,synth_00479.png,2,0.75,0.6802,75%
480,synth_00480.png,32,0.75,0.3026,75%
481,synth_00481.png,13,0.75,0.4679,75%
482,synth_00482.png,43,0.75,0.287,75%
483,synth_00483.png,32,0.75,0.3707,75%
484,synth_00484.png,50,0.75,0.3605,75%
485,synth_00485.png,22,0.75,0.3575,75%
486,synth_00486.png,45,0.75,0.3805,75%
487,synth_00487.png,42,0.75,0.3485,75%
488,synth_00488.png,49,0.75,0.2348,75%
489,synth_00489.png,8,0.75,0.4149,75%
490,synth_00490.png,47,0.75,0.4037,75%
491,synth_00491.png,37,0.75,0.3261,75%
492,synth_00492.png,29,0.75,0.4684,75%
493,synth_00493.png,8,0.75,0.3579,75%
494,synth_00494.png,22,0.75,0.4345,75%
495,synth_00495.png,32,0.75,0.2982,75%
496,synth_00496.png,44,0.75,0.3706,75%
497,synth_00497.png,43,0.75,0.3419,75%
498,synth_00498.png,3,0.75,0.6502,75%
499,synth_00499.png,3,0.75,0.5443,75%
500,synth_00500.png,44,0.75,0.3195,75%
